Player,Team,Age,Height,Weight,COLLEGE,COUNTRY,DRAFT,YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Omer Asik  ,    NOP  ,28,    7-0  ,255,    None  ,    Turkey  ,2008,2,36,4,2,7.3,1.5,-22.1,14,25.4,10.3,30.6,11.8,0.0
Pero Antic  ,    ATL  ,32,    6-11  ,260,    None  ,    Macedonia  ,      ,0,      ,15,4.2,2.9,0.3,1.4,4.2,16.2,14.4,51.6,3.3,0.0
Phil Pressey  ,    BOS  ,24,    5-11  ,175,    Missouri  ,    USA  ,      ,0,      ,2,0,0.5,0,22.1,14.3,0,27.3,0,0,0.0
Ramon Sessions  ,    WAS  ,29,    6-3  ,190,    Nevada  ,    USA  ,2007,2,56,10,7.5,2.4,2.3,9.4,0.9,9.2,17.5,47.9,16.9,0.0
Rasual Butler  ,    WAS  ,36,    6-7  ,215,    La Salle  ,    USA  ,2002,2,52,2,0,0.5,0.5,-20,0,10,6.7,0,16.7,0.0
Russ Smith  ,    MEM  ,24,    6-0  ,165,    Louisville  ,    USA  ,2014,2,47,2,0,0,1,59.5,0,0,0,0,66.7,0.0
Shawn Marion  ,    CLE  ,37,    6-7  ,228,    UNLV  ,    USA  ,1999,1,9,6,0.3,1,0.2,-9.8,6.7,17.4,10,16.7,6.7,0.0
Terrence Jones  ,    HOU  ,23,    6-9  ,255,    Kentucky  ,    USA  ,2012,1,18,17,10.2,4.8,1,-4.5,6.7,12,20.2,47.3,7.4,0.0
Tiago Splitter  ,    SAS  ,30,    6-11  ,245,    None  ,    Brazil  ,2007,1,28,7,3.4,4.4,1.3,-4.2,8.9,14.3,14.4,37.1,11.4,0.0
Tyler Ennis  ,    MIL  ,20,    6-3  ,175,    Syracuse  ,    Canada  ,2014,1,18,1,5,4,3,-22.8,12.5,6.3,23.7,27.8,33.3,0.0
Will Bynum  ,    WAS  ,32,    6-0  ,185,    Georgia Tech  ,    USA  ,      ,0,      ,3,6.3,1,1,-10.1,6.7,2.8,26.9,58.6,15.8,0.0
Al Harrington  ,    WAS  ,34,    6-9  ,245,    None  ,    USA  ,1998,1,25,7,2.4,2.3,0,-15.7,1.7,25.9,16.8,47,0,0.0
Andray Blatche  ,    BKN  ,27,    6-11  ,260,    None  ,    USA  ,2005,2,49,12,6.4,5,0.3,5.8,15,24.8,22,54.1,4.3,0.0
Andrei Kirilenko  ,    BKN  ,33,    6-9  ,235,    None  ,    Russia  ,1999,1,24,10,2.5,2.3,1,6.8,7.7,11.1,8.3,55.6,9.9,0.0
Austin Daye  ,    SAS  ,26,    6-11  ,200,    Gonzaga  ,    USA  ,2009,1,15,1,0,1,0,-10,0,14.3,20,0,0,0.0
C.J. Watson  ,    IND  ,30,    6-2  ,175,    Tennessee  ,    USA  ,      ,0,      ,19,5.6,2.1,0.9,-10.5,0.9,11.9,15.9,52.3,9.3,0.0
Carlos Boozer  ,    CHI  ,32,    6-9  ,266,    Duke  ,    USA  ,2002,2,34,5,9.6,7.8,1,-12.3,7.1,26.7,23.7,47.1,7.9,0.0
Caron Butler  ,    OKC  ,34,    6-7  ,228,    Connecticut  ,    USA  ,2002,1,10,18,6.3,3.2,0.8,-7.8,2.6,10.7,13.8,47,5.8,0.0
Cartier Martin  ,    ATL  ,29,    6-7  ,220,    Kansas State  ,    USA  ,      ,0,      ,3,1.3,1,0,3.3,6.7,20,12.1,66.7,0,0.0
Chris Bosh  ,    MIA  ,30,    6-11  ,235,    Georgia Tech  ,    USA  ,2003,1,4,20,14.9,5.6,1.1,-1.9,4.4,15,19.5,59.6,5.4,0.0
Chris Copeland  ,    IND  ,30,    6-8  ,235,    Colorado  ,    USA  ,      ,0,      ,12,3,0.4,0.1,16.8,1.5,4.8,20,56.3,1.9,0.0
Chris Douglas-Roberts  ,    CHA  ,27,    6-7  ,210,    Memphis  ,    USA  ,2008,2,40,4,9.5,2,0.5,-11.6,3.2,10.9,18.2,85.7,6.3,0.0
Chuck Hayes  ,    TOR  ,31,    6-6  ,250,    Kentucky  ,    USA  ,      ,0,      ,5,1.2,1.6,0.4,11.4,8.7,10.5,11.8,33.8,8.3,0.0
DJ White  ,    CHA  ,27,    6-9  ,250,    Indiana  ,    USA  ,2008,1,29,1,0,2,0,50,0,40,25,0,0,0.0
Danny Granger  ,    LAC  ,31,    6-9  ,228,    New Mexico  ,    USA  ,2005,1,17,13,2.6,1.5,0.2,13.9,1.4,11.9,15.3,38.7,3.1,0.0
DeJuan Blair  ,    DAL  ,25,    6-7  ,270,    Pittsburgh  ,    USA  ,2009,2,37,6,6.7,6.2,0.2,14.2,17.9,35.4,20.2,61.1,1.7,0.0
Derek Fisher  ,    OKC  ,39,    6-1  ,210,    Arkansas-Little Rock  ,    USA  ,1996,1,24,19,3.8,1.7,0.8,-7.7,2,9,12.8,45.9,8.6,0.0
Donald Sloan  ,    IND  ,26,    6-3  ,205,    Texas A&M  ,    USA  ,      ,0,      ,4,1.8,0.3,0.8,2.1,0,8.3,32.4,40,25,0.0
Earl Watson  ,    POR  ,35,    6-1  ,199,    UCLA  ,    USA  ,2001,2,39,4,0,0.3,0.3,-32.5,0,5.9,5.4,0,12.5,0.0
Francisco Garcia  ,    HOU  ,32,    6-7  ,195,    Louisville  ,    Dominican Republic  ,2005,1,23,2,3.5,1,0,-2,2.5,4.8,11.8,45.1,0,0.0
Gary Neal  ,    CHA  ,29,    6-4  ,210,    Towson  ,    USA  ,      ,0,      ,4,11.3,2,1,-15.9,3.3,5.2,27.3,41.6,7.4,0.0
Greg Oden  ,    MIA  ,26,    7-0  ,273,    Ohio State  ,    USA  ,2007,1,1,3,0,0.3,0.3,-9.9,0,16.7,0,0,14.3,0.0
Hasheem Thabeet  ,    OKC  ,27,    7-3  ,263,    Connecticut  ,    Tanzania  ,2009,1,2,2,0,0,0,-76.5,0,0,0,0,0,0.0
Hilton Armstrong  ,    GSW  ,29,    6-11  ,235,    Connecticut  ,    USA  ,2006,1,12,7,1.1,0.6,0.3,-44.4,11.5,5,24.1,45,20,0.0
Jamaal Franklin  ,    MEM  ,22,    6-5  ,191,    San Diego State  ,    USA  ,2013,2,41,2,0.5,0.5,0,94.6,0,50,23.1,17.4,0,0.0
Jannero Pargo  ,    CHA  ,34,    6-1  ,185,    Arkansas  ,    USA  ,      ,0,      ,1,0,1,1,40,0,20,20,0,100,0.0
Jermaine O'Neal  ,    GSW  ,35,    6-11  ,255,    None  ,    USA  ,1996,1,17,7,6,3.4,0.1,-34.5,13.3,14.6,19.4,59.1,2.7,0.0
John Salmons  ,    TOR  ,34,    6-6  ,207,    Miami  ,    USA  ,2002,1,26,6,2.2,1,0.8,-28.9,0,8.5,11,37.3,11.4,0.0
Kevin Garnett  ,    BKN  ,38,    6-11  ,253,    None  ,    USA  ,1995,1,5,12,6.9,6.3,1.3,1,8.4,26.6,16.6,56.8,10.3,0.0
Landry Fields  ,    TOR  ,26,    6-7  ,215,    Stanford  ,    USA  ,2010,2,39,3,0,2.3,0.3,8.2,7.7,17.9,4.8,0,6.7,0.0
Luke Ridnour  ,    CHA  ,33,    6-2  ,175,    Oregon  ,    USA  ,2003,1,14,4,2.5,1,3,-11.5,0,11.1,21.8,38.5,54.5,0.0
Marcus Thornton  ,    BKN  ,27,    6-4  ,205,    Louisiana State  ,    USA  ,2009,2,43,10,5.9,1.9,0.1,-13.9,5.3,12.2,23.4,47.6,1.4,0.0
Mario Chalmers  ,    MIA  ,28,    6-2  ,190,    Kansas  ,    USA  ,2008,2,34,20,6.4,2.3,3.6,1.6,0.5,9.6,14.4,52.5,19.6,0.0
Nando De Colo  ,    TOR  ,27,    6-5  ,195,    None  ,    France  ,2009,2,53,1,0,1,0,57.1,0,12.5,0,0,0,0.0
Nemanja Nedovic  ,    GSW  ,23,    6-3  ,192,    None  ,    Serbia  ,2013,1,30,1,0,0,0,-200,0,0,0,0,0,0.0
Ognjen Kuzmic  ,    GSW  ,24,    7-0  ,251,    None  ,    Serbia  ,2012,2,52,3,0,1.3,0,-11.8,10,33.3,0,0,0,0.0
Perry Jones III  ,    OKC  ,22,    6-11  ,235,    Baylor  ,    USA  ,2012,1,28,11,1.5,0.8,0.1,-32.6,5.3,10.9,16.1,47.2,3.1,0.0
Rashard Lewis  ,    MIA  ,34,    6-10  ,235,    None  ,    USA  ,1998,2,32,18,5.3,2.1,0.3,8.1,1.6,11.5,14.4,54.7,2.4,0.0
Ray Allen  ,    MIA  ,38,    6-5  ,205,    Connecticut  ,    USA  ,1996,1,5,20,9.3,3.4,1.6,5,3,11.5,17.4,58.1,10,0.0
Roy Hibbert  ,    IND  ,27,    7-2  ,290,    Georgetown  ,    USA  ,2008,1,17,19,9.3,5.5,0.9,-3,8.8,11.8,17.8,51.1,5.6,0.0
Ryan Hollins  ,    LAC  ,29,    7-0  ,240,    UCLA  ,    USA  ,2006,2,50,5,0.6,0.6,0,-0.6,11.1,14.3,23.8,33.8,0,0.0
Samuel Dalembert  ,    DAL  ,34,    6-11  ,250,    Seton Hall  ,    Haiti  ,2001,1,26,7,4.6,8.4,0,-12.1,15,30.3,11.7,52.3,0,0.0
Shane Battier  ,    MIA  ,35,    6-8  ,220,    Duke  ,    USA  ,2001,1,6,16,2.3,0.6,0.3,3.4,0.6,5.7,8.2,65.6,3.6,0.0
Steve Novak  ,    TOR  ,31,    6-10  ,235,    Marquette  ,    USA  ,2006,2,32,4,0,1.3,0.3,12.9,0,26.3,8.6,0,10,0.0
Tayshaun Prince  ,    MEM  ,34,    6-9  ,215,    Kentucky  ,    USA  ,2002,1,23,7,3,1.4,0.9,-8.7,3.5,5.7,11.6,40.4,8.2,0.0
Thomas Robinson  ,    POR  ,23,    6-10  ,237,    Kansas  ,    USA  ,2012,1,5,11,2.9,2.5,0.5,-3.5,7.5,13.4,13.6,46.9,7.3,0.0
Toney Douglas  ,    MIA  ,28,    6-2  ,195,    Florida State  ,    USA  ,2009,1,29,10,1,0.4,0.5,-14.3,3.1,11.1,16.9,50.6,27.8,0.0
Victor Claver  ,    POR  ,25,    6-9  ,224,    None  ,    Spain  ,2009,1,22,2,0,2.5,0,-31.3,0,45.5,15,0,0,0.0
Willie Green  ,    LAC  ,32,    6-3  ,201,    Detroit  ,    USA  ,2003,2,41,5,1,1.4,0.2,-9.8,0,30.4,15.2,42.5,10,0.0
